ID,Borough,Name,Overall_Pop,Race_White,Race_Black,Race_Asian,Race_Latino,Race_Other,Age0to17,Age18to24,Age25to44,Age45to64,Age65plus,Ltd_Eng_Prof,lower_95CL,upper_95CL,NYC_Comparison,Born_Outside_US,lower_95CL,upper_95CL,School_Absent,NYC_Comparison,On_Time_HS_Grad,NYC_Comparison,Edu_Did_Not_Complete_HS,lower_95CL,upper_95CL,NYC_Comparison,Edu_HSGrad_Some_College,lower_95CL,upper_95CL,NYC_Comparison,Edu_College_Degree_And_Higher,lower_95CL,upper_95CL,NYC_Comparison,Poverty,Unemployment,lower_95CL,upper_95CL,NYC_Comparison,Rent_Burden,lower_95CL,upper_95CL,NYC_Comparison,Gentrification,Avertable_Death,Assault_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Jail_Incarceration,Helpful_Neighbor,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Homes_No_Defects,Homes_Roach,Homes_AC,Air_Pollution,Bike_Coverage,NYC_Comparison,Pedestrian_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Ratio_Bodega_Supermarket,Farmers_Markets,Late_No_Prenatal,NYC_Comparison,Preterm_Births,NYC_Comparison,Teen_Births,Teen_Births_reliability_note,NYC_Comparison,Child_Obesity,lower_95CL,upper_95CL,NYC_Comparison,Child_Asthma,lower_95CL,upper_95CL,NYC_Comparison,Avoidable_Child_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Self_Rep_Health,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Physical_Activity,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Sugary_Drink,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Fruit_Veg,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Smoking,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Uninsured,Uninsured_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Unmet_Med_Care,Unmet_Med_Care_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Avoidable_Adult_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Falls_Hosp,lower_95CL,upper_95CL,NYC_Comparison,HPV_Vaccination_All,HPV_Vaccination_Female,HPV_Vaccination_Male,Flu_Vaccination,Flu_Vaccination_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Obesity,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Diabetes,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Hypertension,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,HIV_Diagnoses,HIV_Diagnoses_reliability_note,HepC_Reports,Binge_Drink,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Boro_Comparison,Boro_Comparison_Pvalues,Psych_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Infant_Mort,Infant_Mort_reliability_note,NYC_Comparison,Premature_Mort_Number,Premature_Mort_Rate,NYC_Comparison,Life_Expectancy,lower_95CL,upper_95CL,NYC_Comparison
401,Queens,Long Island City and Astoria,199969,43,10,16,29,2,16,10,41,22,12,25,23.4,25.8,Higher,40,39.2,41.6,19,Lower,78,Similar,16,15.5,17.5,Lower,33,32,34.1,Lower,50,49.3,51.7,Higher,18,8,7,8.2,Lower,47,44.9,48.9,Lower,Gentrifying,13,56,49.7,61.3,Similar,277,73,65.5,78.8,Similar,0.804,Similar,0.861,46,23,93,7.8,14,Higher,14,11.2,17.6,Lower,10,2,9.5,Higher,8.4,Similar,15.1,,Lower,22,19.5,23.6,Similar,145,129.2,161.3,Lower,221,138.4,334.2,Lower,79,72.7,84.7,Similar,0.666,Similar,0.422,73,65.9,79.2,Similar,0.942,Similar,0.304,24,18.3,31.5,Similar,0.727,Similar,0.502,89,83.5,93,Similar,0.494,Similar,0.908,19,14.5,25.5,Higher,0.036,Higher,0.024,12,,8.1,17.2,Similar,0.818,Similar,0.298,10,,6.6,15.2,Similar,0.992,Similar,0.864,1180,1123.6,1235.7,Higher,1728,1629.8,1826.9,Higher,53,57,49,44,,36.4,51.4,Similar,0.95,Similar,0.694,19,14,26.5,Similar,0.177,Similar,0.402,11,8,15.4,Similar,0.865,Similar,0.636,23,18.6,27.9,Lower,0.022,Lower,0.037,29,,30,25,19,31.7,Higher,0.018,Higher,0.001,544,508,579.6,Lower,4.3,,Similar,1191,133.4,Lower,83.4,83.1,83.6,Higher
402,Queens,Woodside and Sunnyside,135972,26,2,35,34,2,17,8,39,24,12,40,38.5,41,Higher,55,54.1,56.1,11,Lower,86,Higher,19,18.1,20.7,Similar,35,33.9,36.4,Lower,45,43.8,47.1,Higher,20,5,4.9,6.1,Lower,51,48.5,53.8,Similar,n/a,^,19,14.6,23.3,Lower,163,76,68.7,82.1,Similar,0.216,Similar,0.407,41,26,92,9.3,11,Higher,10,7.5,14.3,Lower,16,1,5.5,Lower,9,Similar,14.9,,Lower,19,16.9,21.5,Similar,102,86,118,Lower,274,171.6,414.5,Lower,79,72.6,84.4,Similar,0.71,Similar,0.466,72,64.4,78.6,Similar,0.821,Similar,0.541,17,11.8,23.5,Lower,0.033,Similar,0.069,92,87,94.7,Higher,0.034,Similar,0.246,14,9.1,19.9,Similar,0.997,Similar,0.959,16,,11.2,21.4,Similar,0.101,Similar,0.578,9,,5.7,14.3,Similar,0.627,Similar,0.766,749,694.1,803.5,Lower,1495,1381.3,1607.8,Similar,64,66,62,43,,35.7,50.7,Similar,0.913,Similar,0.839,20,14,27.2,Similar,0.243,Similar,0.518,9,5.7,15.3,Similar,0.387,Similar,0.276,23,17.7,29.7,Similar,0.086,Similar,0.125,19.1,,27.9,11,7.3,16.2,Lower,0.005,Similar,0.065,223,194.7,251.8,Lower,4,,Lower,631,105.9,Lower,85.4,85,85.8,Higher
403,Queens,Jackson Heights,179844,11,6,18,64,1,22,9,32,24,12,47,45.7,48.1,Higher,60,59.1,60.9,12,Lower,78,Similar,30,28.7,31.9,Higher,43,41.5,44.5,Higher,27,25.4,27.9,Lower,25,7,5.8,7.4,Lower,59,56.7,62.1,Higher,n/a,4,33,28.4,38,Lower,342,68,61.7,74.2,Similar,0.26,Similar,0.108,52,25,91,7.3,11,Similar,20,16.1,23.7,Similar,17,2,9.1,Higher,8.6,Similar,27.9,,Higher,26,23.7,27.8,Higher,162,146.1,177.1,Lower,425,321.8,550.5,Lower,72,65.6,76.7,Lower,0.021,Similar,0.051,72,65.5,77.5,Similar,0.75,Similar,0.497,25,19.7,30.2,Similar,0.589,Similar,0.362,86,80.5,89.6,Similar,0.407,Similar,0.091,13,9.6,18.3,Similar,0.893,Similar,0.951,28,,22.4,34.7,Higher,<0.001,Higher,<0.001,11,,7.9,15.5,Similar,0.611,Similar,0.466,869,817.6,921.3,Lower,1414,1316.7,1511.5,Lower,81,86,77,41,,35.2,47,Similar,0.401,Similar,0.644,20,15.6,24.8,Similar,0.094,Similar,0.369,13,9.2,19.2,Similar,0.445,Similar,0.571,29,23.7,34.4,Similar,0.897,Similar,0.733,32.3,,36.7,15,11.3,20.7,Similar,0.431,Similar,0.902,321,291.1,350.3,Lower,4.2,,Similar,991,120.9,Lower,84.7,84.4,85,Higher
404,Queens,Elmhurst and Corona,188107,6,5,36,51,1,21,9,33,25,11,51,49.5,52.9,Higher,63,61.6,63.8,11,Lower,81,Higher,30,28.4,32,Higher,42,40.4,44,Higher,28,26.1,29.1,Lower,27,6,5.3,7,Lower,62,58,65.3,Higher,n/a,^,34,29.5,39,Lower,227,65,58.4,70.9,Lower,0.03,Lower,0.007,53,33,92,7.7,4,Lower,21,16.8,24.5,Similar,16,1,7.8,Higher,8.3,Similar,25.8,,Higher,24,21.4,25.8,Higher,158,142.8,173.1,Lower,286,203.7,391.6,Lower,68,61.8,73.8,Lower,0.001,Lower,0.003,69,62.1,75.2,Similar,0.24,Similar,0.788,20,14.9,25.4,Similar,0.186,Similar,0.338,88,81.6,92.9,Similar,0.748,Similar,0.734,15,10.9,19.6,Similar,0.642,Similar,0.579,25,,20.2,30.8,Higher,<0.001,Higher,<0.001,9,,6.1,13.4,Similar,0.566,Similar,0.717,892,839.8,943.9,Lower,1381,1284.2,1477.8,Lower,75,77,73,45,,39.1,51.6,Similar,0.573,Similar,0.345,23,17.4,30.6,Similar,0.918,Similar,0.662,14,9.6,20.3,Similar,0.317,Similar,0.407,27,22.5,32,Similar,0.554,Similar,0.708,25,,33.5,14,10.4,19.7,Similar,0.227,Similar,0.766,440,406.1,474.2,Lower,3.7,,Lower,901,105.2,Lower,85.6,85.3,85.9,Higher
405,Queens,Ridgewood and Maspeth,166924,52,1,9,36,1,22,8,31,26,13,23,22,24,Similar,39,37.5,40.3,14,Lower,82,Higher,16,15.5,17.2,Lower,50,49.2,51.6,Higher,33,32.1,34.4,Lower,19,6,5.9,7,Lower,46,44.2,48.2,Lower,n/a,30,19,15.8,23.7,Lower,235,77,70.9,82.9,Similar,0.065,Similar,0.159,62,10,94,8,10,Lower,16,12.9,20.2,Lower,15,1,7.6,Higher,7,Lower,17.6,,Lower,19,17.4,21.5,Similar,115,102.1,128.4,Lower,390,284.2,521.3,Lower,78,71.7,83.9,Similar,0.901,Similar,0.63,68,60.7,74.1,Similar,0.134,Similar,0.534,19,13.9,24.3,Similar,0.076,Similar,0.155,92,88.2,95,Higher,0.005,Similar,0.09,20,14.2,27.8,Similar,0.06,Higher,0.045,13,,9,18.6,Similar,0.493,Similar,0.616,13,,8.6,18.6,Similar,0.286,Similar,0.205,996,941.5,1050.7,Similar,1731,1627.9,1834,Higher,41,45,37,39,,32.7,45.8,Similar,0.187,Similar,0.325,22,16.9,28.7,Similar,0.631,Similar,0.899,8,4.7,11.7,Lower,0.02,Lower,0.009,23,18.2,29,Similar,0.057,Similar,0.084,21,,41.9,17,12.4,23.8,Similar,0.974,Similar,0.419,299,268.9,329.4,Lower,1.8,*,Lower,1242,151.7,Lower,81.4,81.2,81.7,Similar
406,Queens,Rego Park and Forest Hills,115119,51,3,30,14,2,16,5,31,28,19,25,23.8,26.6,Higher,50,48.8,52.2,10,Lower,91,Higher,8,7.3,9,Lower,30,28.5,31.2,Lower,62,60.1,64.1,Higher,16,6,4.9,6.5,Lower,50,46.4,52.7,Similar,n/a,11,14,9.8,18.3,Lower,102,75,67.2,81.6,Similar,0.378,Similar,0.625,50,25,98,7.5,0,Lower,13,9.8,17.1,Lower,5,1,3.6,Lower,6.6,Lower,4.6,,Lower,11,9.1,12.4,Lower,53,40.5,67.8,Lower,351,224.8,522,Lower,82,77.1,86,Similar,0.083,Higher,0.031,68,59.4,75.9,Similar,0.265,Similar,0.694,18,12,27.1,Similar,0.208,Similar,0.307,93,85,97.2,Higher,0.041,Similar,0.148,10,6.2,15.3,Similar,0.093,Similar,0.107,11,*,5,21,Similar,0.832,Similar,0.337,7,*,3.4,12.2,Similar,0.09,Similar,0.131,782,731.3,833.2,Lower,1950,1840.8,2059.4,Higher,44,49,39,38,,30.8,45,Similar,0.11,Similar,0.205,19,14,24.8,Similar,0.078,Similar,0.271,7,4.7,9.8,Lower,<0.001,Lower,<0.001,28,22.4,34,Similar,0.855,Similar,0.984,11.3,,54.7,20,12.7,30.3,Similar,0.53,Similar,0.255,342,301.5,382.1,Lower,3.1,,Lower,592,101.5,Lower,84.4,84.2,84.7,Higher
407,Queens,Flushing and Whitestone,263039,26,2,54,16,2,17,7,28,30,18,51,49.7,52.5,Higher,57,56.1,58.2,9,Lower,86,Higher,23,21.5,23.8,Higher,40,39,41.3,Higher,37,36.1,38.3,Lower,25,6,5.5,6.7,Lower,57,54.1,59.5,Higher,n/a,10,17,14.3,20.2,Lower,145,68,62.1,73.1,Similar,0.144,Lower,0.037,55,24,93,7.3,3,Lower,24,20.5,27.3,Similar,6,2,6.9,Similar,6.3,Lower,8,,Lower,15,13.7,16.5,Lower,77,67,86.8,Lower,356,263,470,Lower,71,65.6,76.1,Lower,0.009,Lower,0.022,69,62.8,74,Similar,0.139,Similar,0.672,16,12.3,21.1,Lower,0.002,Lower,0.005,95,91.3,96.9,Higher,<0.001,Higher,<0.001,13,10.2,17.4,Similar,0.879,Similar,0.939,14,,10.4,17.7,Similar,0.227,Similar,0.753,8,,5.7,12.2,Similar,0.276,Similar,0.387,708,675.3,741.6,Lower,1273,1211.7,1333.9,Lower,54,58,51,47,,41.4,52.2,Similar,0.218,Similar,0.08,13,9.1,17.3,Lower,<0.001,Lower,<0.001,8,5.3,12,Lower,0.036,Lower,0.012,22,17.8,25.8,Lower,0.001,Lower,0.001,8.4,,50.2,12,8.5,16.8,Lower,0.011,Similar,0.125,362,335,388.8,Lower,2.6,,Lower,1539,115,Lower,84.3,84.1,84.5,Higher
408,Queens,Hillcrest and Fresh Meadows,156217,31,13,35,18,3,20,10,28,27,15,27,25.5,28.8,Higher,47,45.7,48.7,15,Lower,86,Higher,14,12.8,15.1,Lower,37,35,38.1,Similar,50,48.1,51,Higher,22,9,8,10.3,Similar,54,50.3,57.6,Similar,n/a,12,22,18,26.5,Lower,191,70,61.3,77.2,Similar,0.625,Similar,0.385,52,19,94,7,8,Lower,23,18.8,27.5,Similar,5,3,6.6,Similar,7.4,Lower,6.7,,Lower,18,16,19.1,Lower,118,103.3,132.4,Lower,403,290.7,545.3,Lower,79,72.7,84.4,Similar,0.711,Similar,0.459,70,62.2,77.2,Similar,0.488,Similar,0.92,18,11.8,25.7,Similar,0.117,Similar,0.187,89,82.9,92.9,Similar,0.6,Similar,0.82,14,8.9,20,Similar,0.95,Similar,0.995,11,,6.4,18.1,Similar,0.867,Similar,0.241,14,,8.2,21.6,Similar,0.302,Similar,0.232,834,785,883.9,Lower,1301,1214.6,1388.1,Lower,43,47,39,44,,35.8,52.4,Similar,0.921,Similar,0.701,20,14.1,26.8,Similar,0.21,Similar,0.48,14,9.8,19.6,Similar,0.311,Similar,0.408,24,19.1,29.6,Similar,0.096,Similar,0.143,11.5,,44.2,10,5.9,16.1,Lower,0.003,Lower,0.036,532,490.3,573.5,Lower,2.8,,Lower,916,121.2,Lower,83.9,83.6,84.1,Higher
409,Queens,Kew Gardens and Woodhaven,148465,18,9,27,41,4,23,9,30,27,11,26,25.3,27.2,Higher,51,49.6,52.2,17,Lower,79,Similar,23,22.3,24.7,Higher,43,41.6,43.9,Higher,34,32.7,34.9,Lower,22,8,7.3,8.6,Similar,55,52.1,57.2,Higher,n/a,20,43,36.5,48.5,Lower,345,70,63.1,75.8,Similar,0.531,Similar,0.28,62,15,90,7.3,0,Lower,25,20.2,29.6,Similar,11,0,7.5,Higher,9.2,Higher,15.7,,Lower,22,20.3,22.9,Similar,133,118.7,147.7,Lower,816,650.2,1012,Higher,78,71.5,83.1,Similar,0.956,Similar,0.75,67,60.2,73.3,Similar,0.082,Similar,0.402,24,18.9,30.6,Similar,0.704,Similar,0.473,86,80.2,90.6,Similar,0.621,Similar,0.215,11,7.1,16.2,Similar,0.212,Similar,0.234,15,,9.9,21.1,Similar,0.249,Similar,0.887,7,,4.6,11.6,Similar,0.112,Similar,0.171,1183,1115.6,1250.5,Higher,1460,1346.6,1572.6,Lower,54,57,52,43,,36.9,49.7,Similar,0.931,Similar,0.782,23,17.9,29.2,Similar,0.823,Similar,0.69,14,10.6,19.5,Similar,0.177,Similar,0.256,22,17.9,26.7,Lower,0.005,Lower,0.01,17.5,,51.9,16,11.1,22,Similar,0.59,Similar,0.799,479,439,519.8,Lower,4.1,,Lower,993,137.9,Lower,82.9,82.6,83.2,Higher
410,Queens,South Ozone Park and Howard Beach,125603,24,20,25,24,6,22,9,28,28,13,14,12.6,14.5,Lower,45,44,46.8,18,Lower,82,Higher,23,21.9,24.3,Higher,49,47.3,50.4,Higher,28,26.5,29.7,Lower,19,10,9,11.2,Higher,56,52.3,59.3,Higher,n/a,26,32,26.4,38.1,Lower,381,77,70.2,82.6,Similar,0.105,Similar,0.236,59,8,92,6.8,4,Lower,21,16.7,26.3,Similar,8,0,9.1,Higher,9.7,Higher,14.2,,Lower,21,19.6,22.7,Similar,111,96.1,125.4,Lower,656,485,866.7,Similar,77,70.7,82.3,Similar,0.742,Similar,0.972,69,61.9,75.5,Similar,0.274,Similar,0.821,30,23.2,36.7,Similar,0.066,Higher,0.031,83,76.9,88.2,Similar,0.139,Lower,0.029,12,8.3,18,Similar,0.578,Similar,0.618,8,,4.4,14.2,Similar,0.158,Lower,0.009,7,,4,11,Lower,0.045,Similar,0.077,1181,1113.5,1249.3,Higher,1380,1274.5,1485.9,Lower,47,49,45,38,,31.1,44.5,Similar,0.086,Similar,0.165,27,20.9,33.4,Similar,0.344,Similar,0.125,19,14.4,25.9,Higher,0.006,Higher,0.008,34,28.1,40.3,Similar,0.075,Higher,0.046,15.1,,44.6,16,11.3,21.9,Similar,0.615,Similar,0.758,488,442.8,532.6,Lower,4.8,,Higher,969,154.6,Lower,81.7,81.4,82,Higher
411,Queens,Bayside and Little Neck,119628,43,2,43,10,1,19,6,26,31,18,30,28.8,32.1,Higher,43,41.1,44,5,Lower,95,Higher,11,9.9,11.8,Lower,37,35.4,38.2,Similar,52,51.1,53.6,Higher,14,6,5,6.6,Lower,46,42.3,50.1,Lower,n/a,10,8,5.6,12.4,Lower,110,86,78.2,91.6,Higher,<0.001,Higher,<0.001,54,5,99,6.9,5,Lower,10,7.1,14.3,Lower,5,0,4,Lower,8.1,Lower,1.9,,Lower,11,10.1,12.6,Lower,38,29.1,48.5,Lower,^,^,^,^,86,81,89.4,Higher,<0.001,Higher,<0.001,71,60.7,79.8,Similar,0.726,Similar,0.775,17,9.4,27.7,Similar,0.15,Similar,0.209,94,88.6,96.8,Higher,0.001,Higher,0.025,10,5.4,17.3,Similar,0.188,Similar,0.201,5,*,2.1,10.4,Lower,0.001,Lower,<0.001,3,*,1.8,6.1,Lower,<0.001,Lower,<0.001,628,582.8,674.2,Lower,835,762.6,907.6,Lower,37,42,32,49,*,38.8,58.8,Similar,0.302,Similar,0.195,20,13,28.6,Similar,0.299,Similar,0.547,7,4.9,10.3,Lower,0.001,Lower,0.001,26,21.1,32.4,Similar,0.479,Similar,0.606,4.2,*,41,14,9.2,19.5,Similar,0.155,Similar,0.555,271,235.7,307,Lower,3.4,*,Lower,544,85.3,Lower,84.7,84.4,84.9,Higher
412,Queens,Jamaica and Hollis,232911,2,66,12,17,3,22,10,27,27,14,14,13.3,15.1,Lower,42,41.2,43.3,22,Higher,74,Similar,19,18.3,20.4,Similar,51,50.1,52.4,Higher,29,28.3,30.5,Lower,20,12,11.3,12.9,Higher,56,53.4,58.8,Higher,n/a,29,68,61.7,74.1,Higher,789,76,70.9,81,Similar,0.082,Similar,0.228,54,20,87,7,0,Lower,26,21.8,29.3,Similar,20,3,10.4,Higher,10,Higher,21.4,,Higher,23,21.4,24,Higher,202,187.3,216.2,Lower,809,662.7,954.5,Higher,82,76.4,86.4,Similar,0.117,Higher,0.04,69,62.7,74.6,Similar,0.194,Similar,0.761,30,24.2,36.1,Higher,0.028,Higher,0.008,86,79.8,90.3,Similar,0.528,Similar,0.15,8,5.6,12.7,Lower,0.003,Lower,0.004,13,,9.1,16.9,Similar,0.57,Similar,0.374,13,,8.9,17.9,Similar,0.254,Similar,0.164,1602,1544.3,1660.4,Higher,885,822.5,947.3,Lower,55,57,52,34,,28.1,40.2,Lower,0.002,Lower,0.004,30,24.3,36.6,Higher,0.039,Higher,0.005,16,12.4,20.9,Higher,0.026,Higher,0.039,37,31.3,43.2,Higher,0.004,Higher,0.001,20.6,,67.8,10,7.4,14.7,Lower,<0.001,Lower,0.012,758,717,798.9,Higher,6.2,,Higher,2126,190.1,Higher,80.5,80.2,80.7,Lower
413,Queens,Queens Village,193787,12,56,18,12,3,20,9,26,29,16,12,11.5,13.3,Lower,42,40.4,43.1,15,Lower,83,Higher,13,11.7,13.3,Lower,49,48.1,50.6,Higher,38,37,39.2,Lower,13,8,7.7,9.1,Similar,50,45.9,53.4,Similar,n/a,17,29,24.8,34,Lower,378,75,67.8,80.9,Similar,0.353,Similar,0.602,61,9,93,6.5,3,Lower,13,9.9,16.1,Lower,14,0,8.7,Higher,11.1,Higher,8.8,,Lower,20,18.2,22,Similar,115,102.1,127.1,Lower,655,509.3,828.3,Similar,74,66.3,81.1,Similar,0.333,Similar,0.476,68,59.5,75.1,Similar,0.2,Similar,0.588,28,20.9,35.4,Similar,0.227,Similar,0.123,86,80.4,90.9,Similar,0.688,Similar,0.248,12,7.5,19.6,Similar,0.657,Similar,0.683,11,,6.3,17.7,Similar,0.804,Similar,0.195,11,,7.2,17.3,Similar,0.663,Similar,0.541,1084,1034.5,1134.4,Similar,667,612.3,721.1,Lower,33,35,31,48,,40.7,55.8,Similar,0.22,Similar,0.113,27,21.1,34.3,Similar,0.299,Similar,0.102,14,10.3,19.9,Similar,0.216,Similar,0.288,37,29.7,45.4,Higher,0.026,Higher,0.013,15,,40.8,16,10.4,23.8,Similar,0.703,Similar,0.772,648,605.2,690.1,Similar,5.7,,Higher,1124,117.3,Lower,82.9,82.6,83.2,Higher
414,Queens,Rockaway and Broad Channel,114390,33,40,3,22,2,26,8,25,26,14,13,11.9,14.2,Lower,26,24.5,27.6,29,Higher,71,Lower,22,20.7,24.2,Higher,43,40.9,44.9,Higher,35,32.6,36.7,Lower,18,9,8.2,10.4,Similar,53,49.4,55.9,Similar,n/a,47,71,61.6,79.7,Higher,824,79,72.1,84.3,Higher,0.024,Similar,0.071,44,20,82,6,13,Higher,17,12.7,21.6,Lower,8,2,10.3,Higher,11.3,Higher,20.9,,Higher,23,20.6,25.7,Similar,168,150.1,185.4,Lower,403,283.6,555.2,Lower,75,69.2,80.8,Similar,0.383,Similar,0.609,72,64.8,77.7,Similar,0.714,Similar,0.582,24,18,30.2,Similar,0.895,Similar,0.655,89,83,93.1,Similar,0.549,Similar,0.894,16,10.9,21.7,Similar,0.482,Similar,0.444,11,,6.6,17.1,Similar,0.794,Similar,0.179,10,,6,15.3,Similar,0.854,Similar,0.988,1345,1269.4,1420.3,Higher,1557,1444.5,1669.2,Similar,38,39,37,38,,31.1,44.8,Similar,0.1,Similar,0.19,32,25.2,38.8,Higher,0.023,Higher,0.005,15,11.3,19.5,Similar,0.093,Similar,0.15,34,28.3,40.8,Similar,0.066,Higher,0.042,14.9,,68.2,14,9.9,19.8,Similar,0.208,Similar,0.691,1158,1086.5,1229.2,Higher,6.3,,Higher,1463,269.3,Higher,76.5,76.2,76.8,Lower
501,Staten Island,St. George and Stapleton,181484,38,22,9,30,2,24,10,27,26,13,13,11.6,13.4,Lower,24,23.1,25.3,25,Higher,73,Similar,15,13.8,15.9,Lower,48,46.5,49.5,Higher,37,35.8,38.5,Lower,21,7,5.9,7.4,Lower,51,47.9,53.7,Similar,n/a,36,94,86.1,102.7,Higher,719,76,69.6,81.8,Similar,0.153,Lower,0.042,59,9,87,7.1,3,Lower,47,40.7,52.4,Higher,28,3,3.6,Lower,9.6,Higher,22.6,,Higher,21,20,22.7,Similar,157,143.1,170.7,Lower,407,300.3,539.9,Lower,77,70.2,82.7,Similar,0.762,Similar,0.184,73,66.1,78.3,Similar,0.938,Similar,0.445,27,21.1,34,Similar,0.235,Similar,0.619,87,81.3,90.7,Similar,0.726,Lower,0.046,16,12.2,21.8,Similar,0.253,Similar,0.826,12,,8.2,18,Similar,0.717,Higher,0.002,10,,6.1,15.1,Similar,0.825,Similar,0.189,1308,1246.6,1368.5,Higher,1859,1752.2,1965.7,Higher,39,43,36,37,,31.7,43.4,Lower,0.04,Similar,0.717,24,18.6,29.6,Similar,0.977,Similar,0.551,9,6.8,12.6,Similar,0.131,Similar,0.263,26,21.1,31.4,Similar,0.354,Similar,0.527,22,,65,14,10.1,19.6,Similar,0.194,Similar,0.128,963,910.2,1014.9,Higher,6.9,,Higher,1971,227.1,Higher,79,78.7,79.3,Lower
502,Staten Island,South Beach and Willowbrook,134657,68,3,13,14,2,20,8,25,29,18,13,12.1,14.3,Lower,27,25.5,28.2,15,Lower,87,Higher,11,9.9,12,Lower,49,47.1,51.1,Higher,40,38.2,41.7,Lower,14,6,5.2,6.6,Lower,52,47.4,55.9,Similar,n/a,27,40,33.9,46.7,Lower,253,82,71.7,88.8,Higher,0.022,Similar,0.923,72,4,96,6.9,6,Lower,32,26.7,37.9,Higher,7,1,1.9,Lower,8,Lower,6.8,,Lower,19,17.3,20.9,Similar,62,51.1,73.1,Lower,200,109.5,335.9,Lower,76,66.3,82.9,Similar,0.561,Similar,0.148,70,61.1,78,Similar,0.546,Similar,0.218,29,20.7,38.1,Similar,0.22,Similar,0.429,88,81.5,93,Similar,0.761,Similar,0.439,14,9.2,21.8,Similar,0.816,Similar,0.552,4,*,1.6,7.9,Lower,<0.001,Lower,0.024,7,,3.8,12.2,Similar,0.118,Similar,0.756,958,903.1,1012.1,Lower,3171,3035.6,3306,Higher,23,26,20,40,,32.5,47.3,Similar,0.314,Similar,0.665,25,19,32.8,Similar,0.653,Similar,0.985,6,3.4,8.9,Lower,<0.001,Similar,0.053,27,21.5,32.3,Similar,0.506,Similar,0.45,11.9,,67.6,14,9.1,21.3,Similar,0.297,Similar,0.225,605,554.8,654.5,Lower,2.9,,Lower,1155,168.3,Similar,81.2,81,81.5,Similar
503,Staten Island,Tottenville and Great Kills,159132,84,1,5,9,1,21,8,26,29,16,7,6,7.4,Lower,15,14.5,16.3,12,Lower,89,Higher,8,6.9,8.3,Lower,51,49.8,53,Higher,41,39.3,42.6,Similar,11,6,5.3,6.6,Lower,42,36.6,46.6,Lower,n/a,27,25,20.3,29.5,Lower,193,86,80.2,91,Higher,<0.001,Higher,0.034,75,0,99,6.6,3,Lower,19,14.9,22.8,Similar,4,0,1.4,Lower,7.7,Lower,3.6,,Lower,17,15.3,18.3,Lower,40,32.4,47.9,Lower,140,72.3,244.5,Lower,88,82.9,91.3,Higher,<0.001,Higher,0.001,80,74.4,84.5,Higher,0.006,Higher,0.023,22,16.5,28.9,Similar,0.731,Similar,0.186,95,92.2,97.2,Higher,<0.001,Higher,<0.001,17,11.9,23.1,Similar,0.272,Similar,0.71,4,*,2.1,8.4,Lower,<0.001,Similar,0.053,6,*,3.1,10.2,Lower,0.01,Similar,0.232,829,781.2,877.3,Lower,1530,1438.8,1621.3,Similar,16,18,14,38,,32.1,44.6,Similar,0.095,Similar,0.909,26,20.9,32.3,Similar,0.38,Similar,0.648,9,6,12,Similar,0.053,Similar,0.551,22,18.2,26.3,Lower,0.002,Similar,0.118,3.1,*,57.8,23,17.3,30,Similar,0.071,Higher,0.018,394,357.4,430.6,Lower,2.4,*,Lower,1264,152.9,Lower,81.3,81.1,81.6,Similar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^ Data are suppressed due to imprecise and unreliable estimates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Interpret with caution. Value's Relative Standard Error (a measure of estimate precision) is greater than 30%, or 
the 95% Confidence Interval half-width is greater than 10, or the sample size or number of events is too small, making the value potentially unreliable. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,